,tau,peth_ratio,region,modulation,neuron_id,subject,eid,acronym
1,0.9048033545512617,"[0.07976424 0.06396723 0.00538806 0.01463981 0.01116405 0.01755445
 0.06666827 0.06319556 0.00683594 0.04045347 0.00593571 0.06929891
 0.11227133 0.12332518 0.14396906 0.13692151 0.04284445 0.08345481
 0.1310351  0.08962123 0.0414406  0.04394011 0.09656648 0.11041263
 0.09643223 0.13091489 0.20130875 0.25651581 0.25312222 0.20553296
 0.16069413 0.14181898 0.15218728 0.17196563 0.13988356 0.09315474
 0.04345828 0.01066507 0.00877812 0.03604697 0.07913828 0.06673994
 0.00362046 0.02064331 0.00316137 0.01849254 0.06193897 0.06020645
 0.00574617 0.04110615]",Amygdala,-0.0655999999999998,1,ZFM-03329,87287aa4-727e-48c0-8b7d-92c9f35cc257,BLA
2,0.49264075792244233,"[0.0208026  0.02799414 0.04825327 0.04142759 0.00469061 0.01814176
 0.01838961 0.03396531 0.04359725 0.01973822 0.00893832 0.0045266
 0.00865649 0.00688343 0.02295924 0.05879422 0.07956715 0.07267905
 0.04813416 0.02542848 0.01774582 0.02967872 0.01029972 0.00282641
 0.0430207  0.09716163 0.14208253 0.13745235 0.0905297  0.06187103
 0.06426349 0.04077977 0.00927583 0.0056856  0.01888658 0.0076946
 0.00441494 0.01747145 0.00847265 0.01129145 0.02375881 0.02853281
 0.04175208 0.03985185 0.01342036 0.00573467 0.01054587 0.02919004
 0.04388301 0.02387692]",Amygdala,-0.3703999999999998,11,ZFM-03329,87287aa4-727e-48c0-8b7d-92c9f35cc257,BLA
3,3.786949739993374,"[0.03930961 0.03860038 0.04510074 0.03762535 0.00217836 0.03427919
 0.05847108 0.06739443 0.02498463 0.00628062 0.01042316 0.04203095
 0.05811756 0.05875981 0.07015792 0.05984188 0.03667826 0.01349402
 0.06073966 0.15834756 0.22270843 0.25440538 0.23539533 0.1735137
 0.12981843 0.14525467 0.20116718 0.23071459 0.22131505 0.215927
 0.21612476 0.18704575 0.1226649  0.06797974 0.0653358  0.07698877
 0.08932477 0.10018822 0.08369039 0.04777154 0.03664826 0.04039908
 0.0401152  0.03492182 0.01128205 0.0226785  0.05454695 0.06903855
 0.035781   0.00850769]",Amygdala,0.1268,16,ZFM-03329,87287aa4-727e-48c0-8b7d-92c9f35cc257,BLA
4,1.6942641308111712,"[0.04239042 0.05992992 0.03218773 0.00218429 0.00156339 0.00981378
 0.04007919 0.07344841 0.04385783 0.05019769 0.13853836 0.21826401
 0.27700161 0.28949814 0.29586484 0.31672115 0.39283649 0.47607007
 0.5446355  0.65253611 0.67737036 0.64591214 0.61710676 0.53278283
 0.42902729 0.37173637 0.36904787 0.3819043  0.38240705 0.3668622
 0.31942944 0.25312777 0.20450279 0.18510599 0.15074812 0.1181644
 0.13249245 0.12597387 0.07886827 0.03285423 0.04432937 0.05781771
 0.01983654 0.00693588 0.00486556 0.01497236 0.04778234 0.07797157
 0.04705643 0.03772817]",Amygdala,-0.504,18,ZFM-03329,87287aa4-727e-48c0-8b7d-92c9f35cc257,BLA
5,0.7227022158529693,"[0.05793455 0.01548176 0.01616559 0.0045428  0.01996845 0.00641591
 0.01450542 0.00519198 0.00625947 0.04423331 0.04930359 0.05980012
 0.0910527  0.11435602 0.11661469 0.07938228 0.02710646 0.03679733
 0.09864485 0.12268559 0.12874913 0.09601192 0.02340324 0.01039267
 0.05760336 0.11947676 0.17379875 0.18332218 0.18246324 0.18882378
 0.1654963  0.1034104  0.09110822 0.1112858  0.09637207 0.08107981
 0.05865683 0.05219539 0.06857767 0.0787461  0.04468737 0.00889643
 0.04514161 0.02717518 0.01122027 0.01123287 0.01886997 0.00198415
 0.02374543 0.06970891]",Amygdala,-0.1268,26,ZFM-03329,87287aa4-727e-48c0-8b7d-92c9f35cc257,BLA
6,0.4818591350568212,"[0.0048421  0.01167197 0.00906055 0.0423924  0.08708514 0.09689681
 0.05469065 0.07915747 0.16938517 0.12666833 0.00645776 0.07790841
 0.03874833 0.071086   0.13166707 0.13016032 0.21870948 0.32480868
 0.25909105 0.22688018 0.31809079 0.32418387 0.24219362 0.22024061
 0.13720246 0.01872175 0.03305947 0.06834327 0.07566049 0.1307282
 0.18162721 0.16310344 0.15020466 0.15125612 0.17675493 0.19735834
 0.15929594 0.10761845 0.08546858 0.04211622 0.00906131 0.01203428
 0.00907177 0.04239252 0.08708514 0.09689681 0.05469065 0.07915747
 0.16938517 0.12666833]",Amygdala,-0.0952,54,ZFM-03329,87287aa4-727e-48c0-8b7d-92c9f35cc257,CEA
7,2.036630462910867,"[0.07081747 0.103576   0.07464746 0.0128839  0.03103252 0.07700572
 0.09912436 0.04334221 0.04292191 0.01112165 0.04294111 0.2295708
 0.28825644 0.09774153 0.11143121 0.23229904 0.32364156 0.44443665
 0.51250503 0.48058588 0.41314617 0.41909675 0.44490188 0.40665774
 0.29746304 0.20462015 0.22276819 0.30311652 0.33964705 0.27281138
 0.15253054 0.18695393 0.1747796  0.07180681 0.18214955 0.05906927
 0.09049033 0.1537983  0.10144541 0.08486848 0.04218121 0.0097835
 0.00246552 0.10206376 0.17206141 0.15156446 0.11450981 0.04443783
 0.04297089 0.01162848]",Amygdala,0.3559999999999998,57,ZFM-03329,87287aa4-727e-48c0-8b7d-92c9f35cc257,CEA
8,1.6210369568471885,"[0.06549497 0.10409037 0.09901858 0.02830766 0.03106932 0.03898883
 0.01859966 0.05181601 0.08718078 0.0306589  0.09559157 0.1644398
 0.07086064 0.01855325 0.11234167 0.20814694 0.27807991 0.35681956
 0.45354145 0.51974065 0.59882111 0.71032315 0.79262988 0.80171893
 0.75993874 0.60242855 0.52212509 0.64449192 0.74965806 0.69550797
 0.53170238 0.41769107 0.32069574 0.16473723 0.07794842 0.16338315
 0.29727313 0.27323729 0.14028411 0.07676666 0.08447603 0.08329844
 0.06279712 0.02718608 0.09987768 0.06682381 0.01362863 0.06719172
 0.10334362 0.03594811]",Amygdala,-0.1644,65,ZFM-03329,87287aa4-727e-48c0-8b7d-92c9f35cc257,CEA
9,1.3525751639170516,"[0.13742682 0.14847007 0.14235105 0.08771006 0.03371902 0.14622585
 0.1523949  0.07707956 0.0009119  0.01339462 0.01021407 0.10030755
 0.30165895 0.39795648 0.4516144  0.46151039 0.48125649 0.53014816
 0.45379302 0.36740091 0.47915443 0.67414924 0.75464314 0.66631444
 0.60695037 0.61310487 0.51823019 0.44194403 0.46166257 0.49683085
 0.47179411 0.46989438 0.47362499 0.37633914 0.31292062 0.26300958
 0.10138336 0.0263259  0.03416798 0.08511226 0.13740838 0.14783595
 0.13434364 0.05101944 0.10212884 0.22462826 0.2277778  0.12329615
 0.01130458 0.0056701 ]",Amygdala,-0.1847999999999999,74,ZFM-03329,87287aa4-727e-48c0-8b7d-92c9f35cc257,CEA
10,0.13346975030324135,"[1.07805120e-01 1.86036352e-01 2.42694512e-01 2.21319947e-01
 5.44820087e-04 1.45190039e-01 1.40015154e-01 1.67541202e-01
 1.20823674e-01 4.29872079e-02 1.84165628e-01 3.13773060e-01
 4.01074469e-01 2.64384822e-01 1.77810240e-01 2.45078277e-01
 3.17939783e-01 3.83443174e-01 3.83443178e-01 3.17940665e-01
 2.45149117e-01 1.79912519e-01 2.94483745e-01 5.80759797e-01
 5.56224325e-01 1.99407314e-01 1.64995630e-02 6.21523161e-02
 2.25466018e-02 1.50352336e-02 2.77139416e-02 8.83189918e-02
 1.49707302e-01 6.75431619e-02 1.02845112e-01 2.40249146e-01
 1.30603037e-01 8.07512203e-02 1.17354015e-01 1.86741229e-02
 1.07805117e-01 1.86036352e-01 2.42694512e-01 2.21319947e-01
 5.44820087e-04 1.45190039e-01 1.40015154e-01 1.67541202e-01
 1.20823674e-01 4.29872090e-02]",Amygdala,-0.1475999999999999,76,ZFM-03329,87287aa4-727e-48c0-8b7d-92c9f35cc257,CEA
